Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
26507,09/18/2011 03:45:00 PM,Sunday,Auto,Pedestrian,285,FRESH POND PKY,,"285 FRESH POND PKY Cambridge, MA",42.384559,-71.141664,
32104,05/04/2014 02:30:00 PM,Sunday,Auto,Pedestrian,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.3670807,-71.0765686,
25079,11/17/2010 07:54:00 AM,Wednesday,Auto,Pedestrian,,Broadway,Clark St," Broadway & Clark St Cambridge, MA",42.366648,-71.094246,
26061,06/07/2011 02:45:00 PM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,
25075,11/16/2010 06:08:00 AM,Tuesday,Auto,Pedestrian,575,Massachusetts Ave,,"575 Massachusetts Ave Cambridge, MA",42.364881,-71.102534,
30976,07/02/2012 08:07:00 AM,,Auto,Pedestrian,157,Walden St,,"157 Walden St Cambridge, MA",42.38723,-71.128324,
33078,11/20/2014 12:20:00 AM,Thursday,Auto,Pedestrian,,Brattle St,MOUNT AUBURN ST,"Brattle St & MOUNT AUBURN ST Cambridge, MA",42.3752823,-71.1456985,
26901,12/07/2011 06:27:00 PM,Wednesday,Auto,Pedestrian,,Putnam Ave,PLEASANT ST," Putnam Ave & PLEASANT ST Cambridge, MA",42.360131,-71.112777,
32996,10/20/2014 11:47:00 AM,Monday,Auto,Pedestrian,,Franklin St,MAGAZINE ST,"Franklin St & MAGAZINE ST Cambridge, MA",42.3644981,-71.1051483,
31645,12/04/2012 12:30:00 PM,,Auto,Pedestrian,211,Massachusetts Ave,,"211 Massachusetts Ave Cambridge, MA",42.361422,-71.096684,
30428,02/22/2012 07:30:00 PM,Wednesday,Auto,Pedestrian,,Cambridge St,ELLERY ST," Cambridge St & ELLERY ST Cambridge, MA",42.374698,-71.108336,
25131,11/30/2010 07:50:00 AM,Tuesday,Auto,Pedestrian,,Broadway,Trowbridge St," Broadway & Trowbridge St Cambridge, MA",42.373196,-71.110836,
29952,11/19/2013 08:29:00 AM,Tuesday,Auto,Pedestrian,,QUINCY ST,HARVARD ST," QUINCY ST & HARVARD ST Cambridge, MA",42.372305,-71.115147,
30357,02/03/2012 03:34:00 PM,Friday,Auto,Pedestrian,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,
29826,10/24/2013 10:15:00 AM,Thursday,Auto,Pedestrian,,MOUNT AUBURN ST,HOLYOKE ST," MOUNT AUBURN ST & HOLYOKE ST Cambridge, MA",42.37197,-71.118574,
30891,06/10/2012 12:59:00 PM,Sunday,Auto,Pedestrian,1414,Massachusetts Ave,,"1414 Massachusetts Ave Cambridge, MA",42.37379,-71.119267,
31299,09/18/2012 10:15:00 AM,Tuesday,Auto,Pedestrian,,Brookline St,Massachusetts Ave," Brookline St & Massachusetts Ave Cambridge, MA",42.364014,-71.10139,
28783,02/21/2013 05:07:00 PM,Thursday,Auto,Pedestrian,,GREEN ST,Sidney St," GREEN ST & Sidney St Cambridge, MA",42.362384,-71.100192,
33102,12/01/2014 05:15:00 PM,Monday,Auto,Pedestrian,,Third St,Thorndike St,"Third St & Thorndike St Cambridge, MA",42.369648,-71.080162,
26305,08/03/2011 04:54:00 AM,Wednesday,Auto,Pedestrian,241,Cambridge St,,"241 Cambridge St Cambridge, MA",42.371137,-71.079952,
27110,12/28/2011 04:35:00 PM,,Auto,Pedestrian,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,
26658,10/19/2011 08:07:00 PM,Wednesday,Auto,Pedestrian,,Massachusetts Ave,Western Ave," Massachusetts Ave & Western Ave Cambridge, MA",42.365574,-71.103991,
32858,10/26/2014 08:51:00 PM,Sunday,Auto,Pedestrian,,OXFORD AVE,Wendell St,"OXFORD AVE & Wendell St Cambridge, MA",42.3815651,-71.1163177,
24772,09/04/2010 07:40:00 AM,Saturday,Auto,Pedestrian,,Cambridge St,Warren St," Cambridge St & Warren St Cambridge, MA",42.372102,-71.088276,
24855,10/01/2010 12:56:00 PM,Friday,Auto,Pedestrian,,Brattle St,FARWELL PL," Brattle St & FARWELL PL Cambridge, MA",42.374426,-71.121896,
30348,02/02/2012 03:45:00 PM,Thursday,Auto,Pedestrian,,Hampshire St,Portland St," Hampshire St & Portland St Cambridge, MA",42.366295,-71.091782,
31257,09/08/2012 03:40:00 PM,Saturday,Auto,Pedestrian,310,Rindge Ave,,"310 Rindge Ave Cambridge, MA",42.392737,-71.136915,
29617,09/09/2013 06:01:00 PM,Monday,Auto,Pedestrian,,Rindge Ave,SARGENT ST," Rindge Ave & SARGENT ST Cambridge, MA",42.393417,-71.132049,
28628,01/18/2013 12:40:00 PM,Friday,Auto,Pedestrian,,PROSPECT ST,Bishop Allen Dr," PROSPECT ST & Bishop Allen Dr Cambridge, MA",42.366343,-71.10316,
26900,12/07/2011 05:25:00 PM,Wednesday,Auto,Pedestrian,,Second St,Binney St," Second St & Binney St Cambridge, MA",42.365354,-71.079863,
30443,02/24/2012 07:09:00 PM,Friday,Auto,Pedestrian,615,Concord Ave,,"615 Concord Ave Cambridge, MA",42.389046,-71.14482,
25444,01/31/2011 05:00:00 PM,Monday,Auto,Pedestrian,268,Concord Ave,,"268 Concord Ave Cambridge, MA",42.383354,-71.133195,
25168,12/07/2010 09:42:00 AM,Tuesday,Auto,Pedestrian,225,Hampshire St,Cambridge St,"225 Hampshire St Cambridge, MA",42.373871,-71.100838,
30874,06/05/2012 06:02:00 PM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,Brookline St," Massachusetts Ave & Brookline St Cambridge, MA",42.364014,-71.10139,
29025,04/23/2013 09:00:00 PM,Tuesday,Auto,Pedestrian,,MAIN ST,Columbia St," MAIN ST & Columbia St Cambridge, MA",42.363446,-71.0998,
31695,12/17/2012 04:28:00 PM,,Auto,Pedestrian,,MOUNT AUBURN ST,University Rd," MOUNT AUBURN ST & University Rd Cambridge, MA",42.373363,-71.12296,
30118,12/30/2013 12:53:00 PM,Monday,Auto,Pedestrian,,MAIN ST,Ames St," MAIN ST & Ames St Cambridge, MA",42.362579,-71.088165,
26322,08/09/2011 10:03:00 AM,Tuesday,Truck,Pedestrian,1701,Massachusetts Ave,,"1701 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,
28677,01/31/2013 01:50:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,DUNSTER ST," Massachusetts Ave & DUNSTER ST Cambridge, MA",42.373333,-71.118581,
26009,05/27/2011 01:44:00 PM,Friday,Auto,Pedestrian,,ELIOT ST,MOUNT AUBURN ST," ELIOT ST & MOUNT AUBURN ST Cambridge, MA",42.372869,-71.1214,
29166,05/22/2013 06:45:00 AM,Wednesday,Auto,Pedestrian,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389,-71.096953,
26670,10/20/2011 03:00:00 PM,Thursday,Auto,Pedestrian,640,Concord Ave,,"640 Concord Ave Cambridge, MA",42.389121,-71.148189,
26127,05/25/2011 08:19:00 AM,Wednesday,Auto,Pedestrian,35,Cambridgepark Dr,,"35 Cambridgepark Dr Cambridge, MA",42.394796,-71.143537,
25861,04/16/2011 08:46:00 PM,,Bus (Other),Pedestrian,,Massachusetts Ave,PROSPECT ST," Massachusetts Ave & PROSPECT ST Cambridge, MA",42.365574,-71.103991,
26180,07/04/2011 09:00:00 PM,,Auto,Pedestrian,,Massachusetts Ave,Porter Rd," Massachusetts Ave & Porter Rd Cambridge, MA",42.390041,-71.120685,
28683,02/01/2013 09:00:00 AM,Saturday,Auto,Pedestrian,,Brookline St,ERIE ST," Brookline St & ERIE ST Cambridge, MA",42.359144,-71.106149,
28682,01/31/2013 10:27:00 PM,Thursday,Taxi,Pedestrian,,PLYMPTON ST,MILL ST," PLYMPTON ST & MILL ST Cambridge, MA",42.37025,-71.117751,
24810,09/23/2010 04:27:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Hadley St," Massachusetts Ave & Hadley St Cambridge, MA",42.391158,-71.122802,
28747,02/14/2013 08:45:00 PM,Thursday,Auto,Pedestrian,,PEARL ST,Allston St," PEARL ST & Allston St Cambridge, MA",42.359,-71.108813,
25776,03/28/2011 03:40:00 PM,Monday,Auto,Pedestrian,699,MOUNT AUBURN ST,,"699 MOUNT AUBURN ST Cambridge, MA",42.375057,-71.148745,
26647,10/17/2011 03:59:00 PM,Monday,Auto,Pedestrian,,Norfolk St,Bishop Allen Dr," Norfolk St & Bishop Allen Dr Cambridge, MA",42.365231,-71.101285,
26716,10/28/2011 06:34:00 AM,Friday,Auto,Pedestrian,,Belmont St,ERICSSON ST," Belmont St & ERICSSON ST Cambridge, MA",42.375191,-71.154785,
26938,12/15/2011 07:30:00 PM,,Auto,Pedestrian,,MAIN ST,Ames St," MAIN ST & Ames St Cambridge, MA",42.362579,-71.088165,
25302,01/07/2011 08:49:00 AM,Friday,Auto,Pedestrian,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,
26609,10/12/2011 12:40:00 PM,Wednesday,Auto,Pedestrian,,Webster Ave,York St," Webster Ave & York St Cambridge, MA",42.36999,-71.093404,
31511,11/01/2012 03:30:00 PM,Thursday,Auto,Pedestrian,,QUINCY ST,Cambridge St," QUINCY ST & Cambridge St Cambridge, MA",42.375474,-71.114321,
31513,11/01/2012 09:36:00 PM,Thursday,Auto,Pedestrian,2343,Massachusetts Ave,,"2343 Massachusetts Ave Cambridge, MA",42.396213,-71.128577,
32409,07/14/2014 02:25:00 PM,Monday,Auto,Pedestrian,,Concord Ave,FAWCETT ST,"Concord Ave & FAWCETT ST Cambridge, MA",42.3891563,-71.1459961,
32176,05/16/2014 06:04:00 PM,Friday,Auto,Pedestrian,485,Massachusetts Ave,,"485 Massachusetts Ave Cambridge, MA",42.3639565,-71.1012878,
30632,04/20/2012 12:45:00 PM,Friday,Auto,Pedestrian,,Massachusetts Ave,Creighton St," Massachusetts Ave & Creighton St Cambridge, MA",42.390922,-71.122263,
26885,11/09/2011 08:10:00 PM,,Auto,Pedestrian,,Massachusetts Ave,Linden St," Massachusetts Ave & Linden St Cambridge, MA",42.372887,-71.117119,
30104,12/24/2013 04:57:00 PM,Tuesday,Auto,Pedestrian,1274,Massachusetts Ave,,"1274 Massachusetts Ave Cambridge, MA",42.368925,-71.110257,
30662,04/20/2012 07:15:00 AM,Friday,Auto,Pedestrian,,Brattle St,FAYERWEATHER ST," Brattle St & FAYERWEATHER ST Cambridge, MA",42.376817,-71.137308,
29479,08/07/2013 03:45:00 PM,Wednesday,Auto,Pedestrian,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,
25446,01/31/2011 06:56:00 PM,Monday,Taxi,Pedestrian,,Broadway,Columbia St," Broadway & Columbia St Cambridge, MA",42.367871,-71.09736,
25140,12/01/2010 05:20:00 PM,Wednesday,Auto,Pedestrian,,Cambridge St,IRVING ST," Cambridge St & IRVING ST Cambridge, MA",42.375056,-71.1111,
32439,07/16/2014 10:28:00 PM,Wednesday,Auto,Pedestrian,,River St,MEMORIAL DR,"River St & MEMORIAL DR Cambridge, MA",42.3614616,-71.1159592,
33129,12/11/2014 11:40:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,LEE ST,"Massachusetts Ave & LEE ST Cambridge, MA",42.3678322,-71.1076965,
25922,05/06/2011 08:00:00 AM,,Auto,Pedestrian,,Aberdeen Way,MOUNT AUBURN ST," Aberdeen Way & MOUNT AUBURN ST Cambridge, MA",42.375263,-71.145825,
33144,12/04/2014 11:00:00 PM,Thursday,Auto,Pedestrian,,Cambridge St,Third St,"Cambridge St & Third St Cambridge, MA",42.3710213,-71.0798492,
31429,10/13/2012 01:57:00 PM,Saturday,Auto,Pedestrian,49,White St,Porter Cir,"49 White St Cambridge, MA",42.389703,-71.118304,
30396,02/13/2012 08:13:00 PM,Monday,Auto,Pedestrian,,Cambridge St,FIRST ST," Cambridge St & FIRST ST Cambridge, MA",42.370636,-71.076934,
26297,08/03/2011 05:10:00 PM,Wednesday,Auto,Pedestrian,,Cambridge St,Norfolk St," Cambridge St & Norfolk St Cambridge, MA",42.373133,-71.096239,
26842,11/23/2011 07:15:00 AM,Wednesday,Auto,Pedestrian,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,
30631,04/20/2012 12:11:00 PM,Friday,Auto,Pedestrian,628,Massachusetts Ave,,"628 Massachusetts Ave Cambridge, MA",42.365153,-71.103629,
29669,09/23/2013 08:00:00 AM,Thursday,Auto,Pedestrian,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709,-71.089933,
28776,02/20/2013 04:48:00 PM,Wednesday,Auto,Pedestrian,,Broadway,Portland St," Broadway & Portland St Cambridge, MA",42.365792,-71.09207,
31762,02/10/2014 09:00:00 AM,Monday,Auto,Pedestrian,,North Point Blvd,Museum Way,"North Point Blvd & Museum Way Cambridge, MA",42.370369,-71.0708389,
29266,06/11/2013 12:49:00 PM,Tuesday,Auto,Pedestrian,55,FIRST ST,,"55 FIRST ST Cambridge, MA",42.369223,-71.077605,
26360,08/17/2011 12:30:00 PM,Wednesday,Van,Pedestrian,,Cambridge St,HUNTING ST," Cambridge St & HUNTING ST Cambridge, MA",42.372479,-71.091202,
32578,08/21/2014 10:54:00 PM,Thursday,Auto,Pedestrian,,Cambridge St,LEONARD AVE,"Cambridge St & LEONARD AVE Cambridge, MA",42.3743858,-71.1059113,
26788,11/12/2011 11:15:00 AM,Saturday,Auto,Pedestrian,,Cambridge St,ELM ST," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,
26711,10/27/2011 08:19:00 PM,Thursday,Auto,Pedestrian,,MAIN ST,Broadway," MAIN ST & Broadway Cambridge, MA",42.362071,-71.082667,
30384,02/09/2012 08:06:00 PM,Thursday,Auto,Pedestrian,1,Broadway,Third St,"1 Broadway Cambridge, MA",42.36273,-71.084014,
28980,04/11/2013 06:30:00 PM,Thursday,Auto,Pedestrian,,PARK AVE,HIGH ST," PARK AVE & HIGH ST Cambridge, MA",42.37809,-71.148781,
31178,08/21/2012 05:00:00 PM,Tuesday,Auto,Pedestrian,,Broadway,Antrim St," Broadway & Antrim St Cambridge, MA",42.370399,-71.103764,
26725,10/29/2011 06:01:00 PM,Saturday,Auto,Pedestrian,660,Cambridge St,,"660 Cambridge St Cambridge, MA",42.371918,-71.087614,
30236,01/06/2012 04:50:00 PM,Friday,Auto,Pedestrian,355,Binney St,,"355 Binney St Cambridge, MA",42.367297,-71.089677,
30595,04/05/2012 08:03:00 PM,Thursday,Auto,Pedestrian,,New St,Fresh Pond Ln," New St & Fresh Pond Ln Cambridge, MA",42.386721,-71.14101,
26459,09/08/2011 09:10:00 AM,Thursday,Auto,Pedestrian,,Cambridge St,FIFTH ST," Cambridge St & FIFTH ST Cambridge, MA",42.371444,-71.08314,
30717,05/07/2012 08:29:00 AM,Monday,Auto,Pedestrian,185,Alewife Brook Pky,,"185 Alewife Brook Pky Cambridge, MA",42.390208,-71.142109,
30647,04/23/2012 06:59:00 PM,Monday,Auto,Pedestrian,85`,Putnam Ave,,"85` Putnam Ave Cambridge, MA",42.367421,-71.11368,
